,HI-LABEL
128726,1
128727,1
128728,1
128729,0
128730,1
128731,1
128732,0
128733,0
128734,0
128735,1
128736,0
128737,1
128738,0
128739,0
128740,1
128741,0
128742,1
128743,0
128744,0
128745,0
128746,1
128747,1
128748,0
128749,1
128750,0
128751,0
128752,1
128753,1
128754,0
128755,1
128756,1
128757,0
128758,0
128759,0
128760,1
128761,1
128762,0
128763,1
128764,0
128765,1
128766,0
128767,1
128768,1
128769,1
128770,0
128771,1
128772,1
128773,0
128774,0
128775,1
128776,1
128777,0
128778,1
128779,1
128780,0
128781,0
128782,0
128783,1
128784,0
128785,0
128786,0
128787,0
128788,0
128789,1
128790,0
128791,1
128792,1
128793,0
128794,0
128795,1
128796,0
128797,0
128798,0
128799,0
128800,0
128801,1
128802,1
128803,0
128804,0
128805,0
128806,1
128807,0
128808,0
128809,0
128810,0
128811,1
128812,0
128813,1
128814,1
128815,0
128816,0
128817,0
128818,1
128819,0
128820,0
128821,1
128822,1
128823,1
128824,1
128825,1
128826,0
128827,0
128828,0
128829,0
128830,0
128831,1
128832,0
128833,0
128834,0
128835,0
128836,1
128837,1
128838,1
128839,1
128840,1
128841,0
128842,1
128843,0
128844,0
128845,1
128846,0
128847,1
128848,1
128849,1
128850,0
128851,0
128852,1
128853,0
128854,0
128855,1
128856,1
128857,1
128858,1
128859,1
128860,1
128861,0
128862,0
128863,1
128864,1
128865,0
128866,0
128867,0
128868,1
128869,0
128870,1
128871,0
128872,1
128873,1
128874,1
128875,1
128876,0
128877,0
128878,0
128879,0
128880,1
128881,1
128882,1
128883,1
128884,0
128885,0
128886,0
128887,1
128888,0
128889,1
128890,1
128891,1
128892,1
128893,1
128894,1
128895,1
128896,1
128897,1
128898,1
128899,1
128900,1
128901,1
128902,1
128903,1
128904,1
128905,1
128906,1
128907,1
128908,0
128909,1
128910,1
128911,1
128912,1
128913,1
128914,1
128915,0
128916,1
128917,0
128918,0
128919,1
128920,0
128921,0
128922,0
128923,0
128924,1
128925,1
128926,0
128927,0
128928,0
128929,0
128930,1
128931,0
128932,0
128933,1
128934,0
128935,1
128936,0
128937,0
128938,1
128939,1
128940,1
128941,1
128942,1
128943,1
128944,0
128945,0
128946,0
128947,1
128948,0
128949,1
128950,1
128951,1
128952,1
128953,0
128954,0
128955,1
128956,0
128957,1
128958,1
128959,1
128960,0
128961,1
128962,1
128963,1
128964,1
128965,0
128966,1
128967,1
128968,1
128969,1
128970,1
128971,0
128972,1
128973,1
128974,1
128975,1
128976,1
128977,1
128978,1
128979,1
128980,0
128981,0
128982,1
128983,1
128984,1
128985,1
128986,1
128987,0
128988,1
128989,1
128990,0
128991,0
128992,0
128993,1
128994,0
128995,1
128996,0
128997,1
128998,0
128999,0
129000,0
129001,0
129002,1
129003,1
129004,1
129005,1
129006,0
129007,0
129008,1
129009,1
129010,1
129011,1
129012,0
129013,1
129014,0
129015,0
129016,0
129017,0
129018,0
129019,0
129020,0
129021,0
129022,0
129023,1
129024,0
129025,0
129026,0
129027,1
129028,1
129029,0
129030,0
129031,0
129032,1
129033,1
129034,1
129035,1
129036,1
129037,1
129038,0
129039,0
129040,0
129041,1
129042,1
129043,0
129044,1
129045,1
129046,0
129047,1
129048,1
129049,1
129050,1
129051,0
129052,0
129053,1
129054,1
129055,0
129056,0
129057,1
129058,1
129059,1
129060,1
129061,1
129062,0
129063,1
129064,1
129065,1
129066,1
129067,0
129068,1
129069,1
129070,0
129071,1
129072,1
129073,0
129074,1
129075,1
129076,1
129077,0
129078,0
129079,0
129080,0
129081,1
129082,1
129083,1
129084,1
129085,0
129086,0
129087,1
129088,1
129089,1
129090,1
129091,1
129092,1
129093,0
129094,1
129095,1
129096,1
129097,0
129098,1
129099,0
129100,1
129101,1
129102,0
129103,1
129104,1
129105,0
129106,1
129107,1
129108,0
129109,1
129110,0
129111,0
129112,1
129113,1
129114,0
129115,1
129116,1
129117,1
129118,1
129119,1
129120,1
129121,0
129122,0
129123,1
129124,0
129125,0
129126,0
129127,1
129128,1
129129,1
129130,0
129131,1
129132,1
129133,1
129134,1
129135,0
129136,1
129137,1
129138,1
129139,1
129140,1
129141,0
129142,0
129143,1
129144,1
129145,1
129146,0
129147,0
129148,0
129149,0
129150,1
129151,0
129152,1
129153,1
129154,0
129155,1
129156,1
129157,1
129158,1
129159,0
129160,0
129161,0
129162,1
129163,1
129164,0
129165,1
129166,0
129167,0
129168,1
129169,1
129170,1
129171,1
129172,1
129173,1
129174,1
129175,0
129176,0
129177,1
129178,1
129179,1
129180,0
129181,1
129182,0
129183,0
129184,1
129185,1
129186,0
129187,1
129188,1
129189,0
129190,0
129191,1
129192,0
129193,1
129194,0
129195,0
129196,1
129197,1
129198,1
129199,0
129200,1
129201,1
129202,1
129203,1
129204,1
129205,0
129206,0
129207,1
129208,1
129209,1
129210,0
129211,0
129212,0
129213,1
129214,0
129215,1
129216,0
129217,1
129218,0
129219,1
129220,0
129221,0
129222,1
129223,1
129224,1
129225,1
129226,0
129227,0
129228,1
129229,1
129230,1
129231,0
129232,0
129233,0
129234,1
129235,0
129236,0
129237,0
129238,0
129239,1
129240,1
129241,1
129242,0
129243,1
129244,0
129245,0
129246,1
129247,1
129248,0
129249,1
129250,1
129251,1
129252,1
129253,1
129254,1
129255,0
129256,1
129257,0
129258,1
129259,0
129260,1
129261,0
129262,1
129263,1
129264,1
129265,1
129266,1
129267,1
129268,0
129269,0
129270,0
129271,1
129272,0
129273,0
129274,0
129275,1
129276,0
129277,0
129278,0
129279,1
129280,1
129281,1
129282,1
129283,1
129284,1
129285,0
129286,0
129287,0
129288,0
129289,0
129290,0
129291,0
129292,1
129293,1
129294,0
129295,1
129296,0
129297,0
129298,1
129299,1
129300,0
129301,0
129302,0
129303,1
129304,1
129305,0
129306,1
129307,1
129308,1
129309,1
129310,0
129311,1
129312,0
129313,1
129314,0
129315,1
129316,1
129317,0
129318,0
129319,0
129320,0
129321,0
129322,1
129323,1
129324,0
129325,0
129326,0
129327,1
129328,1
129329,1
129330,0
129331,1
129332,0
129333,0
129334,1
129335,0
129336,0
129337,1
129338,0
129339,0
129340,0
129341,1
129342,1
129343,0
129344,1
129345,1
129346,1
129347,1
129348,1
129349,1
129350,0
129351,0
129352,0
129353,1
129354,0
129355,1
129356,1
129357,1
129358,0
129359,1
129360,0
129361,1
129362,0
129363,1
129364,0
129365,0
129366,0
129367,1
129368,1
129369,1
129370,1
129371,0
129372,1
129373,0
129374,0
129375,0
129376,1
129377,0
129378,0
129379,1
129380,1
129381,0
129382,1
129383,0
129384,0
129385,1
129386,1
129387,1
129388,1
129389,1
129390,0
129391,1
129392,0
129393,0
129394,0
129395,0
129396,1
129397,0
129398,1
129399,1
129400,1
129401,0
129402,0
129403,0
129404,1
129405,0
129406,1
129407,1
129408,1
129409,0
129410,1
129411,1
129412,0
129413,1
129414,1
129415,0
129416,1
129417,1
129418,0
129419,1
129420,0
129421,0
129422,0
129423,0
129424,0
129425,1
129426,1
129427,0
129428,0
129429,0
129430,1
129431,0
129432,0
129433,1
129434,0
129435,1
129436,1
129437,0
129438,1
129439,1
129440,1
129441,1
129442,1
129443,0
129444,1
129445,0
129446,0
129447,1
129448,1
129449,1
129450,1
129451,1
129452,1
129453,1
129454,1
129455,1
129456,1
129457,1
129458,1
129459,1
129460,1
129461,1
129462,1
129463,1
129464,1
129465,1
129466,0
129467,1
129468,0
129469,0
129470,0
129471,0
129472,0
129473,0
129474,0
129475,1
129476,0
129477,1
129478,1
129479,0
129480,0
129481,0
129482,0
129483,0
129484,0
129485,0
129486,1
129487,1
129488,1
129489,1
129490,1
129491,0
129492,0
129493,0
129494,1
129495,1
129496,1
129497,0
129498,0
129499,0
129500,0
129501,1
129502,1
129503,0
129504,1
129505,1
129506,0
129507,0
129508,1
129509,1
129510,0
129511,0
129512,1
129513,0
129514,1
129515,1
129516,1
129517,0
129518,0
129519,0
129520,0
129521,0
129522,0
129523,0
129524,0
129525,1
129526,1
129527,0
129528,0
129529,0
129530,1
129531,0
129532,1
129533,0
129534,1
129535,0
129536,0
129537,1
129538,1
129539,1
129540,1
129541,1
129542,1
129543,1
129544,0
129545,0
129546,1
129547,1
129548,0
129549,1
129550,0
129551,0
129552,1
129553,1
129554,0
129555,0
129556,1
129557,1
129558,1
129559,1
129560,0
129561,0
129562,1
129563,1
129564,0
129565,0
129566,1
129567,1
129568,1
129569,0
129570,1
129571,1
129572,1
129573,0
129574,1
129575,0
129576,0
129577,0
129578,0
129579,0
129580,0
129581,1
129582,1
129583,1
129584,1
129585,0
129586,1
129587,1
129588,0
129589,0
129590,1
129591,0
129592,0
129593,0
129594,0
129595,1
129596,0
129597,0
129598,0
129599,0
129600,1
129601,0
129602,1
129603,1
129604,1
129605,0
129606,1
129607,1
129608,1
129609,0
129610,0
129611,1
129612,0
129613,0
129614,1
129615,0
129616,1
129617,0
129618,0
129619,0
129620,1
129621,0
129622,0
129623,1
129624,1
129625,1
129626,0
129627,1
129628,1
129629,1
129630,1
129631,1
129632,1
129633,1
129634,0
129635,0
129636,0
129637,1
129638,1
129639,1
129640,0
129641,1
129642,1
129643,1
129644,0
129645,0
129646,0
129647,0
129648,0
129649,0
129650,1
129651,1
129652,1
129653,0
129654,1
129655,0
129656,0
129657,0
129658,0
129659,1
129660,1
129661,1
129662,0
129663,0
129664,1
129665,0
129666,1
129667,0
129668,1
129669,0
129670,0
129671,1
129672,1
129673,0
129674,0
129675,0
129676,0
129677,1
129678,1
129679,0
129680,0
129681,0
129682,1
129683,1
129684,0
129685,1
129686,1
129687,1
129688,1
129689,1
129690,1
129691,0
129692,0
129693,1
129694,1
129695,0
129696,1
129697,1
129698,1
129699,0
129700,0
129701,0
129702,1
129703,1
129704,1
129705,0
129706,1
129707,0
129708,0
129709,1
129710,0
129711,1
129712,1
129713,0
129714,0
129715,0
129716,0
129717,0
129718,1
129719,0
129720,1
129721,0
129722,0
129723,0
129724,0
129725,0
129726,1
129727,1
129728,0
129729,1
129730,1
129731,0
129732,1
129733,0
129734,0
129735,0
129736,1
129737,1
129738,1
129739,0
129740,1
129741,1
129742,0
129743,1
129744,0
129745,0
129746,0
129747,0
129748,1
129749,1
129750,1
129751,0
129752,0
129753,0
129754,0
129755,0
129756,0
129757,0
129758,1
129759,0
129760,1
129761,1
129762,1
129763,0
129764,0
129765,0
129766,0
129767,1
129768,1
129769,1
129770,1
129771,1
129772,1
129773,0
129774,0
129775,0
129776,0
129777,1
129778,1
129779,1
129780,1
129781,0
129782,1
129783,1
129784,1
129785,0
129786,1
129787,1
129788,0
129789,0
129790,1
129791,0
129792,0
129793,1
129794,1
129795,0
129796,0
129797,1
129798,0
129799,1
129800,0
129801,1
129802,1
129803,1
129804,0
129805,1
129806,0
129807,1
129808,1
129809,1
129810,0
129811,0
129812,1
129813,1
129814,1
129815,0
129816,0
129817,0
129818,0
129819,1
129820,0
129821,0
129822,1
129823,1
129824,0
129825,1
129826,1
129827,1
129828,1
129829,1
129830,1
129831,1
129832,0
129833,1
129834,1
129835,1
129836,0
129837,1
129838,1
129839,1
129840,1
129841,1
129842,0
129843,0
129844,0
129845,1
129846,1
129847,0
129848,0
129849,1
129850,1
129851,1
129852,1
129853,1
129854,1
129855,1
129856,1
129857,1
129858,1
129859,0
129860,1
129861,1
129862,0
129863,0
129864,1
129865,0
129866,0
129867,1
129868,1
129869,1
129870,1
129871,1
129872,1
129873,1
129874,1
129875,1
129876,0
129877,0
129878,0
129879,1
129880,1
129881,0
129882,0
129883,0
129884,1
129885,0
129886,0
129887,1
129888,0
129889,1
129890,1
129891,1
129892,1
129893,1
129894,0
129895,0
129896,0
129897,1
129898,1
129899,0
129900,1
129901,1
129902,1
129903,1
129904,1
129905,0
129906,0
129907,1
129908,1
129909,1
129910,0
129911,1
129912,1
129913,1
129914,1
129915,1
129916,1
129917,0
129918,1
129919,0
129920,1
129921,1
129922,1
129923,1
129924,1
129925,0
129926,0
129927,0
129928,0
129929,0
129930,0
129931,1
129932,0
129933,0
129934,0
129935,1
129936,1
129937,0
129938,1
129939,0
129940,1
129941,0
129942,1
129943,1
129944,0
129945,1
129946,0
129947,1
129948,1
129949,0
129950,1
129951,1
129952,0
129953,1
129954,1
129955,0
129956,1
129957,1
129958,1
129959,1
129960,0
129961,1
129962,0
129963,0
129964,1
129965,1
129966,1
129967,1
129968,1
129969,1
129970,0
129971,0
129972,0
129973,0
129974,1
129975,0
129976,0
129977,0
129978,0
129979,0
129980,1
129981,1
129982,0
129983,1
129984,1
129985,1
129986,1
129987,1
129988,1
129989,1
129990,1
129991,1
129992,1
129993,1
129994,1
129995,0
129996,1
129997,0
129998,1
129999,0
130000,0
130001,0
130002,1
130003,1
130004,0
130005,1
130006,1
130007,0
130008,0
130009,0
130010,1
130011,1
130012,0
130013,0
130014,0
130015,1
130016,1
130017,1
130018,0
130019,1
130020,1
130021,1
130022,1
130023,1
130024,1
130025,1
130026,1
130027,0
130028,0
130029,1
130030,1
130031,0
130032,1
130033,0
130034,1
130035,0
130036,0
130037,0
130038,0
130039,1
130040,1
130041,1
130042,1
130043,1
130044,1
130045,1
130046,0
130047,1
130048,1
130049,0
130050,1
130051,0
130052,1
130053,0
130054,1
130055,1
130056,0
130057,0
130058,0
130059,0
130060,0
130061,0
130062,0
130063,0
130064,0
130065,1
130066,1
130067,0
130068,1
130069,0
130070,0
130071,1
130072,1
130073,0
130074,0
130075,0
130076,1
130077,1
130078,0
130079,0
130080,1
130081,1
130082,1
130083,0
130084,1
130085,0
130086,0
130087,1
130088,1
130089,0
130090,0
130091,0
130092,0
130093,0
130094,1
130095,0
130096,0
130097,0
130098,0
130099,0
130100,0
130101,0
130102,0
130103,1
130104,1
130105,0
130106,1
130107,1
130108,0
130109,1
130110,0
130111,1
130112,0
130113,0
130114,0
130115,0
130116,0
130117,0
130118,0
130119,0
130120,1
130121,0
130122,0
130123,0
130124,0
130125,0
130126,0
130127,0
130128,1
130129,0
130130,0
130131,0
130132,0
130133,0
130134,1
130135,1
130136,1
130137,0
130138,0
130139,0
130140,1
130141,0
130142,0
130143,0
130144,0
130145,0
130146,0
130147,0
130148,1
130149,0
130150,0
130151,0
130152,0
130153,1
130154,1
130155,0
130156,1
130157,0
130158,0
130159,1
130160,0
130161,0
130162,0
130163,0
130164,0
130165,0
130166,0
130167,1
130168,0
130169,0
130170,1
130171,0
130172,1
130173,1
130174,0
130175,0
130176,0
130177,0
130178,0
130179,0
130180,1
130181,1
130182,1
130183,1
130184,0
130185,0
130186,1
130187,0
130188,0
130189,0
130190,0
130191,0
130192,0
130193,0
130194,1
130195,0
130196,0
130197,0
130198,1
130199,0
130200,1
130201,0
130202,1
130203,0
130204,1
130205,1
130206,1
130207,0
130208,0
130209,0
130210,0
130211,0
130212,1
130213,0
130214,1
130215,1
130216,1
130217,1
130218,1
130219,0
130220,1
130221,0
130222,0
130223,0
130224,1
130225,0
130226,0
130227,1
130228,1
130229,1
130230,1
130231,0
130232,1
130233,1
130234,0
130235,1
130236,1
130237,0
130238,1
130239,1
130240,1
130241,0
130242,1
130243,1
130244,0
130245,1
130246,1
130247,1
130248,1
130249,1
130250,1
130251,1
130252,0
130253,1
130254,1
130255,0
130256,1
130257,0
130258,1
130259,0
130260,1
130261,0
130262,0
130263,1
130264,1
130265,0
130266,0
130267,1
130268,1
130269,0
130270,1
130271,0
130272,0
130273,0
130274,1
130275,1
130276,0
130277,0
130278,1
130279,0
130280,1
130281,0
130282,0
130283,0
130284,0
130285,0
130286,0
130287,1
130288,1
130289,1
130290,0
130291,1
130292,1
130293,1
130294,1
130295,0
130296,1
130297,1
130298,1
130299,0
130300,1
130301,1
130302,1
130303,1
130304,1
130305,1
130306,1
130307,1
130308,1
130309,0
130310,0
130311,0
130312,0
130313,1
130314,0
130315,1
130316,1
130317,0
130318,1
130319,1
130320,1
130321,1
130322,0
130323,0
130324,0
130325,1
130326,1
130327,0
130328,1
130329,1
130330,0
130331,0
130332,1
130333,0
130334,0
130335,0
130336,0
130337,1
130338,1
130339,0
130340,0
130341,0
130342,0
130343,1
130344,1
130345,0
130346,0
130347,0
130348,1
130349,1
130350,0
130351,1
130352,1
130353,0
130354,0
130355,1
130356,0
130357,1
130358,1
130359,0
130360,1
130361,1
130362,0
130363,0
130364,1
130365,1
130366,0
130367,1
130368,1
130369,1
130370,1
130371,0
130372,0
130373,0
130374,1
130375,1
130376,0
130377,1
130378,1
130379,0
130380,0
130381,0
130382,0
130383,0
130384,0
130385,1
130386,1
130387,0
130388,1
130389,1
130390,1
130391,1
130392,0
130393,1
130394,1
130395,1
130396,1
130397,1
130398,0
130399,1
130400,0
130401,1
130402,1
130403,1
130404,0
130405,1
130406,0
130407,1
130408,0
130409,0
130410,1
130411,0
130412,0
130413,1
130414,1
130415,1
130416,1
130417,1
130418,0
130419,0
130420,1
130421,1
130422,0
130423,1
130424,1
130425,1
130426,1
130427,0
130428,0
130429,0
130430,1
130431,0
130432,0
130433,1
130434,1
130435,1
130436,1
130437,0
130438,1
130439,0
130440,1
130441,1
130442,1
130443,0
130444,1
130445,0
130446,1
130447,1
130448,0
130449,0
130450,0
130451,1
130452,1
130453,1
130454,1
130455,1
130456,0
130457,0
130458,1
130459,0
130460,0
130461,0
130462,1
130463,1
130464,0
130465,1
130466,1
130467,0
130468,0
130469,0
130470,1
130471,1
130472,1
130473,0
130474,0
130475,0
130476,0
130477,0
130478,0
130479,1
130480,0
130481,1
130482,0
130483,1
130484,1
130485,0
130486,0
130487,0
130488,1
130489,1
130490,1
130491,1
130492,1
130493,1
130494,0
130495,1
130496,1
130497,1
130498,0
130499,0
130500,0
130501,0
130502,1
130503,0
130504,1
130505,1
130506,1
130507,1
130508,1
130509,1
130510,1
130511,0
130512,1
130513,1
130514,1
130515,0
130516,1
130517,0
130518,1
130519,1
130520,0
130521,1
130522,1
130523,1
130524,0
130525,1
130526,1
130527,1
130528,1
130529,1
130530,0
130531,1
130532,0
130533,0
130534,1
130535,1
130536,1
130537,0
130538,1
130539,1
130540,1
130541,1
130542,1
130543,1
130544,1
130545,1
130546,1
130547,0
130548,1
130549,0
130550,1
130551,1
130552,0
130553,1
130554,1
130555,0
130556,0
130557,1
130558,1
130559,1
130560,1
130561,1
130562,0
130563,1
130564,1
130565,0
130566,1
130567,0
130568,0
130569,0
130570,1
130571,0
130572,0
130573,0
130574,1
130575,1
130576,0
130577,0
130578,1
130579,1
130580,1
130581,0
130582,0
130583,0
130584,1
130585,1
130586,0
130587,1
130588,0
130589,1
130590,1
130591,1
130592,1
130593,1
130594,1
130595,1
130596,1
130597,1
130598,1
130599,1
130600,0
130601,1
130602,1
130603,0
130604,1
130605,1
130606,0
130607,1
130608,1
130609,0
130610,0
130611,0
130612,0
130613,1
130614,1
130615,1
130616,1
130617,0
130618,0
130619,0
130620,0
130621,1
130622,0
130623,0
130624,1
130625,1
130626,0
130627,1
130628,1
130629,1
130630,1
130631,1
130632,0
130633,0
130634,1
130635,1
130636,1
130637,0
130638,1
130639,0
130640,0
130641,0
130642,1
130643,1
130644,1
130645,1
130646,1
130647,0
130648,0
130649,1
130650,1
130651,1
130652,1
130653,1
130654,1
130655,1
130656,1
130657,0
130658,1
130659,1
130660,1
130661,0
130662,1
130663,1
130664,1
130665,1
130666,1
130667,1
130668,1
130669,1
130670,1
130671,1
130672,0
130673,0
130674,1
130675,0
130676,0
130677,0
130678,1
130679,1
130680,0
130681,1
130682,1
130683,1
130684,1
130685,1
130686,1
130687,0
130688,1
130689,1
130690,0
130691,0
130692,1
130693,1
130694,1
130695,1
130696,1
130697,1
130698,1
130699,1
130700,0
130701,0
130702,0
130703,0
130704,1
130705,1
130706,0
130707,1
130708,1
130709,0
130710,0
130711,0
130712,1
130713,1
130714,1
130715,1
130716,0
130717,0
130718,0
130719,0
130720,0
130721,0
130722,1
130723,0
130724,1
130725,1
130726,0
130727,0
130728,1
130729,1
130730,1
130731,1
130732,1
130733,1
130734,1
130735,1
130736,1
130737,1
130738,1
130739,1
130740,1
130741,0
130742,1
130743,0
130744,0
130745,1
130746,0
130747,1
130748,0
130749,1
130750,1
130751,1
130752,0
130753,0
130754,1
130755,0
130756,1
130757,0
130758,1
130759,1
130760,0
130761,1
130762,1
130763,1
130764,1
130765,1
130766,1
130767,1
130768,1
130769,0
130770,0
130771,1
130772,1
130773,0
130774,1
130775,1
130776,1
130777,1
130778,0
130779,0
130780,0
130781,0
130782,0
130783,1
130784,0
130785,1
130786,0
130787,0
130788,1
130789,0
130790,0
130791,1
130792,0
130793,0
130794,1
130795,1
130796,1
130797,0
130798,0
130799,1
130800,0
130801,1
130802,1
130803,1
130804,1
130805,1
130806,0
130807,0
130808,0
130809,1
130810,1
130811,1
130812,1
130813,0
130814,0
130815,0
130816,0
130817,1
130818,0
130819,1
130820,1
130821,1
130822,0
130823,0
130824,1
130825,1
130826,0
130827,0
130828,0
130829,1
130830,1
130831,1
130832,0
130833,1
130834,1
130835,0
130836,1
130837,1
130838,0
130839,0
130840,0
130841,1
130842,1
130843,1
130844,1
130845,0
130846,0
130847,0
130848,0
130849,1
130850,0
130851,0
130852,0
130853,1
130854,0
130855,1
130856,0
130857,1
130858,0
130859,1
130860,0
130861,1
130862,1
130863,0
130864,0
130865,0
130866,0
130867,0
130868,0
130869,1
130870,1
130871,1
130872,1
130873,1
130874,0
130875,1
130876,1
130877,1
130878,0
130879,1
130880,1
130881,1
130882,0
130883,0
130884,0
130885,0
130886,0
130887,0
130888,0
130889,0
130890,0
130891,0
130892,0
130893,0
130894,0
130895,0
130896,1
130897,1
130898,0
130899,0
130900,0
130901,0
130902,0
130903,0
130904,0
130905,0
130906,0
130907,0
130908,0
130909,0
130910,0
130911,0
130912,0
130913,0
130914,1
130915,0
130916,1
130917,0
130918,0
130919,1
130920,0
130921,1
130922,0
130923,1
130924,1
130925,0
130926,1
130927,0
130928,1
130929,0
130930,1
130931,0
130932,1
130933,1
130934,0
130935,1
130936,0
130937,0
130938,0
130939,1
130940,1
130941,0
130942,1
130943,1
130944,1
130945,1
130946,1
130947,1
130948,0
130949,1
130950,1
130951,0
130952,1
130953,0
130954,0
130955,0
130956,1
130957,0
130958,1
130959,1
130960,1
130961,1
130962,1
130963,1
130964,0
130965,1
130966,1
130967,1
130968,1
130969,0
130970,0
130971,0
130972,1
130973,1
130974,1
130975,1
130976,1
130977,0
130978,1
130979,1
130980,0
130981,1
130982,1
130983,0
130984,0
130985,0
130986,0
130987,1
130988,1
130989,1
130990,1
130991,0
130992,0
130993,0
130994,0
130995,1
130996,1
130997,1
130998,1
130999,1
131000,1
131001,0
131002,1
131003,1
131004,1
131005,0
131006,0
131007,1
131008,0
131009,0
131010,0
131011,0
131012,1
131013,0
131014,0
131015,0
131016,1
131017,1
131018,1
131019,1
131020,1
131021,1
131022,1
131023,0
131024,1
131025,0
131026,1
131027,1
131028,1
131029,1
131030,1
131031,1
131032,0
131033,0
131034,0
131035,0
131036,0
131037,0
131038,0
131039,0
131040,1
131041,1
131042,1
131043,0
131044,0
131045,1
131046,1
131047,1
131048,1
131049,1
131050,1
131051,1
131052,1
131053,1
131054,1
131055,1
131056,0
131057,0
131058,1
131059,1
131060,0
131061,1
131062,1
131063,0
131064,0
131065,0
131066,0
131067,0
131068,1
131069,1
131070,1
131071,1
131072,1
131073,0
131074,0
131075,1
131076,0
131077,1
131078,0
131079,1
131080,1
131081,0
131082,1
131083,1
131084,0
131085,1
131086,1
131087,1
131088,0
131089,0
131090,1
131091,0
131092,1
131093,0
131094,0
131095,0
131096,1
131097,1
131098,0
131099,0
131100,0
131101,1
131102,0
131103,1
131104,1
131105,0
131106,1
131107,0
131108,0
131109,0
131110,0
131111,0
131112,1
131113,0
131114,1
131115,1
131116,1
131117,0
131118,0
131119,1
131120,1
131121,1
131122,0
131123,1
131124,1
131125,1
131126,0
131127,0
131128,0
131129,0
131130,0
131131,1
131132,1
131133,1
131134,0
131135,0
131136,1
131137,0
131138,0
131139,0
131140,1
131141,1
131142,1
131143,0
131144,0
131145,1
131146,1
131147,1
131148,1
131149,1
131150,1
131151,1
131152,1
131153,1
131154,0
131155,1
131156,1
131157,1
131158,1
131159,0
131160,0
131161,0
131162,1
131163,0
131164,1
131165,1
131166,1
131167,0
131168,0
131169,0
131170,0
131171,0
131172,1
131173,1
131174,1
131175,0
131176,0
131177,1
131178,1
131179,0
131180,0
131181,1
131182,1
131183,0
131184,1
131185,0
131186,0
131187,0
131188,0
131189,1
131190,1
131191,0
131192,0
131193,1
131194,0
131195,0
131196,1
131197,1
131198,0
131199,0
131200,1
131201,1
131202,1
131203,0
131204,1
131205,0
131206,0
131207,0
131208,1
131209,1
131210,1
131211,0
131212,0
131213,1
131214,1
131215,1
131216,0
131217,0
131218,1
131219,1
131220,1
131221,0
131222,0
131223,1
131224,0
131225,0
131226,0
131227,1
131228,1
131229,0
131230,1
131231,1
131232,0
131233,0
131234,1
131235,0
131236,0
131237,1
131238,1
131239,1
131240,1
131241,0
131242,0
131243,0
131244,0
131245,1
131246,1
131247,0
131248,1
131249,0
131250,1
131251,1
131252,1
131253,0
131254,0
131255,1
131256,1
131257,1
131258,0
131259,0
131260,0
131261,1
131262,0
131263,0
131264,0
131265,1
131266,1
131267,1
131268,1
131269,0
131270,1
131271,0
131272,1
131273,0
131274,0
131275,1
131276,1
131277,1
131278,0
131279,0
131280,1
131281,1
131282,0
131283,1
131284,1
131285,1
131286,1
131287,0
131288,1
131289,1
131290,0
131291,1
131292,0
131293,1
131294,1
131295,1
131296,0
131297,1
131298,1
131299,1
131300,0
131301,1
131302,0
131303,0
131304,1
131305,0
131306,0
131307,0
131308,1
131309,1
131310,0
131311,0
131312,0
131313,0
131314,0
131315,0
131316,1
131317,1
131318,1
131319,1
131320,1
131321,0
131322,0
131323,1
131324,0
131325,1
131326,1
131327,0
131328,0
131329,0
131330,0
131331,1
131332,0
131333,1
131334,0
131335,1
131336,1
131337,0
131338,0
131339,0
131340,1
131341,1
131342,0
131343,0
131344,0
131345,0
131346,1
131347,1
131348,1
131349,1
131350,1
131351,1
131352,0
131353,1
131354,0
131355,0
131356,0
131357,1
131358,1
131359,1
131360,1
131361,1
131362,1
131363,0
131364,0
131365,1
131366,0
131367,1
131368,1
131369,1
131370,0
131371,0
131372,0
131373,0
131374,0
131375,0
131376,1
131377,0
131378,0
131379,0
131380,0
131381,1
131382,0
131383,0
131384,1
131385,1
131386,0
131387,1
131388,0
131389,1
131390,0
131391,1
131392,0
131393,0
131394,0
131395,1
131396,0
131397,0
131398,1
131399,1
131400,1
131401,1
131402,1
131403,1
131404,1
131405,0
131406,1
131407,1
131408,1
131409,1
131410,1
131411,1
131412,0
131413,0
131414,1
131415,0
131416,0
131417,1
131418,0
131419,1
131420,1
131421,0
131422,1
131423,0
131424,1
131425,0
131426,0
131427,0
131428,1
131429,1
131430,1
131431,1
131432,0
131433,1
131434,1
131435,1
131436,0
131437,1
131438,1
131439,1
131440,1
131441,0
131442,1
131443,0
131444,1
131445,1
131446,1
131447,1
131448,1
131449,1
131450,0
131451,0
131452,1
131453,1
131454,0
131455,1
131456,1
131457,1
131458,1
131459,1
131460,1
131461,1
131462,0
131463,1
131464,0
131465,1
131466,1
131467,0
131468,1
131469,1
131470,1
131471,0
131472,0
131473,1
131474,0
131475,0
131476,0
131477,1
131478,0
131479,1
131480,1
131481,0
131482,1
131483,0
131484,0
131485,1
131486,1
131487,1
131488,1
131489,1
131490,1
131491,1
131492,1
131493,1
131494,1
131495,1
131496,1
131497,1
131498,1
131499,0
131500,1
131501,1
131502,1
131503,1
131504,1
131505,0
131506,0
131507,0
131508,1
131509,1
131510,1
131511,0
131512,1
131513,0
131514,1
131515,1
131516,1
131517,1
131518,1
131519,1
131520,1
131521,1
131522,0
131523,1
